Vp,Bulk,MS,Porosity,Resistivity,Species
3642.62,2.36,1190.8,18,0.56,Microbialite
3639.8,2.37,1175.6,17,0.53,Microbialite
3670.27,2.38,1149.6,16,0.51,Microbialite
3890.9,2.32,1132.9,21,0.49,Microbialite
3523.32,2.33,1186.3,20,0.76,Microbialite
3567.34,2.33,1204.8,20,0.74,Microbialite
3487.36,2.29,1210.6,22,0.7,Microbialite
3695.55,2.4,1203.3,15,0.7,Microbialite
3539.34,2.26,1033.7,24,0.75,Microbialite
3624.86,2.44,1373.9,13,0.59,Microbialite
3822.12,2.44,1314.7,13,0.54,Microbialite
3847.64,2.43,1234.6,13,0.51,Microbialite
3838.46,2.42,1140.3,14,0.51,Microbialite
3659.98,2.38,936.1,16,0.49,Microbialite
4059.09,2.47,1052.7,11,0.46,Microbialite
3775.09,2.34,1124,19,0.46,Microbialite
3447.17,2.35,1232.1,18,0.52,Microbialite
3814.64,2.43,1231.7,14,0.56,Microbialite
3815.82,2.43,1222,14,0.6,Microbialite
3760.91,2.42,1203,14,0.58,Microbialite
3685.86,2.4,1186.6,16,0.52,Microbialite
3488.97,2.26,1517,24,0.5,Microbialite
3463.71,2.31,1547.5,21,0.54,Microbialite
3214.43,2.28,1512.2,23,0.45,Microbialite
3278.73,2.26,1511.6,24,0.42,Microbialite
3134.04,2.3,1333.9,21,0.44,Microbialite
3179.55,2.24,1305.3,25,0.4,Microbialite
3030.78,2.1,1223.5,34,0.41,Microbialite
3517.77,2.38,3701.3,16,0.73,Microbialite
3639.12,2.36,1345.2,18,0.67,Microbialite
3589.25,2.3,1366.3,22,0.64,Microbialite
3338.83,2.29,1339.3,22,0.63,Microbialite
3337.8,2.36,1188.2,18,0.64,Microbialite
3253.39,2.25,1375.9,25,0.46,Microbialite
4039.27,2.56,984.7,5,0.54,Microbialite
2522.1,1.95,491.9,43,0.41,Sand
2349.39,1.83,481,50,0.35,Sand
1734.07,2.2,1213.2,28,0.6,Sand
1762.69,2.1,1233,34,0.59,Sand
1729.02,2.11,1241.1,33,0.58,Sand
1752.2,2.18,1253.8,29,0.57,Sand
1764.85,2.15,1277.2,31,0.56,Sand
1898.2,2.07,6111.8,35,0.4,Sand
1825.48,2.03,6874.4,38,0.42,Sand
1749.32,2.06,7562.2,37,0.37,Sand
4279.79,2.48,156.9,10,0.66,Sand
4350.58,2.57,191.2,5,0.73,Sand
4262.18,2.56,233.6,6,0.81,Sand
4303.24,2.6,277.5,3,0.88,Sand
4435.72,2.6,313.4,3,0.95,Sand
4418.98,2.54,330.1,7,0.99,Sand
4403.04,2.59,333.6,4,0.99,Sand
4493.31,2.59,334.9,4,0.98,Sand
4556.83,2.53,335.7,8,0.95,Sand
4476.83,2.51,346.7,9,0.94,Sand
4400.28,2.48,385.6,10,0.97,Sand
3293.14,2.16,610.8,30,0.46,Sand
3243.09,2.2,875.4,28,0.46,Sand
3328.78,2.32,1142.5,20,0.43,Sand
3455.29,2.33,1382.7,20,0.41,Sand
3408.82,2.27,1599.5,24,0.4,Sand
3346.36,2.29,2077.3,22,0.41,Sand
3524.18,2.41,2327.4,15,0.4,Sand
3666.28,2.44,2448.2,13,0.39,Sand
3676.33,2.34,2375.5,19,0.38,Sand
3572.72,2.31,2141.4,21,0.37,Sand
3374.67,2.18,1869.3,29,0.37,Sand
3328.78,2.37,3127.1,17,0.4,Sand
3427.8,2.32,3409.3,20,0.39,Sand
3542.76,2.42,3690.7,14,0.41,Sand
3633.03,2.44,4032.2,13,0.45,Sand
3756.53,2.52,4261.2,8,0.48,Sand
3894.09,2.48,4122,10,0.48,Sand
3835.05,2.46,3904,12,0.47,Sand
3859.06,2.48,4043.8,11,0.47,Sand
3989.9,2.56,4494.6,6,0.48,Sand
4186.22,2.62,4824.2,2,0.48,Sand
4241.1,2.58,4884.8,4,0.48,Sand
4184.23,2.58,4806.1,4,0.47,Sand
4062.42,2.44,4596.2,13,0.46,Sand
3704.81,2.46,2880,12,0.43,Sand
3683.2,2.34,2609.5,19,0.44,Sand
3385.73,2.36,2146.4,18,0.42,Sand
3467.84,2.42,2836.4,14,0.4,Sand
1812.38,2.15,2491,31,0.74,Sand
1816.07,2.16,2386.5,30,0.73,Sand
2094.17,2.21,2196.9,27,0.7,Sand
1817.49,2.11,2469.7,33,0.67,Sand
1794.64,2.16,2591.1,30,0.66,Sand
1832.19,2.15,2681.2,30,0.67,Sand
1821.79,2.1,2716.1,34,0.66,Sand
1788.52,2.09,2694.5,34,0.65,Sand
3540.63,2.27,3182.5,23,0.54,Sand
3651.23,2.34,3451.5,19,0.5,Sand
3710.88,2.36,3679.1,18,0.46,Sand
3735.92,2.47,3738.3,11,0.44,Sand
3702.73,2.36,3561,18,0.45,Sand
3557.29,2.38,3243.1,16,0.46,Sand
3718.55,2.38,3270.7,17,0.48,Sand
3727.11,2.43,3784.9,14,0.48,Sand
3630.07,2.38,4071.8,17,0.49,Sand
3548.35,2.38,4102.8,17,0.49,Sand
3629.5,2.42,4006.4,14,0.48,Sand
3547.79,2.36,3864.6,18,0.46,Sand
3432.67,2.23,3693.9,26,0.46,Sand
3725.35,2.45,3299.7,13,0.48,Sand
3770.78,2.42,3398.6,14,0.47,Sand
3696.34,2.43,3510.1,13,0.48,Sand
3465.65,2.28,3576.8,23,0.48,Sand
3439.16,2.32,3574.7,21,0.49,Sand
3575.04,2.4,3546.2,15,0.5,Sand
3431.5,2.36,3765,18,0.45,Sand
3497.53,2.35,4036.5,18,0.45,Sand
3306.65,2.26,4334.2,24,0.47,Sand
3359.03,2.33,4550,20,0.49,Sand
3556.18,2.39,4503.1,16,0.5,Sand
3556.74,2.29,4340.6,22,0.5,Sand
3658.42,2.46,4089.6,12,0.47,Sand
3881.64,2.5,3935.9,9,0.46,Sand
3858.1,2.47,3794.6,11,0.46,Sand
3722.65,2.44,3787.7,13,0.48,Sand
3766.73,2.44,3855.3,13,0.5,Sand
3679.58,2.41,3749.1,15,0.53,Sand
3213.75,2.31,3293.8,21,0.42,Sand
3439.7,2.34,3799.4,19,0.41,Sand
3349.13,2.26,4306.4,24,0.42,Sand
3385.31,2.32,4487.9,21,0.43,Sand
3574.48,2.39,4344.9,16,0.43,Sand
3655.55,2.4,4148.5,15,0.43,Sand
3654.4,2.44,4072,13,0.41,Sand
3592.43,2.39,4000.8,16,0.41,Sand
3522.73,2.41,3826.6,15,0.4,Sand
3493.13,2.38,3613.2,16,0.4,Sand
3661.87,2.39,3649.1,16,0.42,Sand
3699.54,2.49,2245.7,10,0.51,Sand
4007.46,2.53,2964.1,7,0.47,Sand
3968.6,2.48,3401.1,10,0.44,Sand
3918.49,2.49,3472.2,10,0.44,Sand
3905.4,2.27,3100.4,24,0.46,Sand
3958.03,2.43,3452.4,14,0.49,Sand
3920.43,2.42,2994.7,14,0.49,Sand
3831.13,2.28,1393,23,0.66,Sand
4070.97,2.42,1602.9,14,0.61,Sand
4058,2.42,1752.1,14,0.57,Sand
3993.73,2.38,1788,17,0.53,Sand
4017.68,2.46,1680.8,12,0.51,Sand
3932.06,2.33,1481.8,20,0.52,Sand
3946.1,2.44,1333.5,13,0.52,Sand
3958.98,2.42,1464.8,14,0.51,Sand
3817.86,2.38,1501.9,17,0.55,Sand
3956.01,2.46,1078.5,12,0.61,Sand
3856.11,2.46,1062,11,0.45,Sand
3763.28,2.36,1061.4,18,0.46,Sand
4282.97,2.5,830.4,9,0.58,Sand
4352.43,2.45,911.8,13,0.59,Sand
4076.39,2.39,980,16,0.59,Sand
3809.92,2.37,1122.8,17,0.55,Sand
3627.88,2.33,1100.3,20,0.56,Sand
3700.69,2.43,1116.9,14,0.57,Sand
4114.09,2.35,918.6,19,0.57,Sand
3785.8,2.37,708.3,17,0.57,Sand
3732.22,2.39,702.3,16,0.55,Sand
3770.8,2.35,909.2,18,0.52,Sand
3838.37,2.39,911.4,16,0.53,Sand
3582.64,2.22,896.5,27,0.55,Sand
3737.6,2.31,874.2,21,0.56,Sand
3770.8,2.37,867.3,17,0.55,Sand
3823.43,2.4,864,15,0.53,Sand
3664.04,2.24,763.3,25,0.54,Sand
3514.87,2.3,705.9,22,0.54,Sand
4075.91,2.4,1153.9,15,0.53,Sand
3869.57,2.36,1172.1,18,0.53,Sand
3812.79,2.33,1169.5,20,0.53,Sand
3790.55,2.27,922.1,23,0.65,Sand
3813.38,2.42,941.8,14,0.62,Sand
3791.13,2.31,999.5,21,0.6,Sand
3802.22,2.36,1250.1,18,0.59,Sand
3916.82,2.37,1357.2,17,0.59,Sand
4004.99,2.47,962.1,11,0.54,Sand
3835.13,2.29,1259.3,22,0.54,Sand
3878.48,2.43,1155.1,14,0.52,Sand
4085.41,2.47,1133.4,11,0.52,Sand
3934.32,2.25,1092.7,25,0.53,Sand
3820.13,2.38,1022.3,17,0.54,Sand
3869.2,2.37,966.3,17,0.57,Sand
3864.18,2.39,1237.1,16,0.58,Sand
3797.52,2.4,1279.5,15,0.56,Sand
3798.11,2.25,1251.6,25,0.56,Sand
3890.57,2.35,1191.6,19,0.56,Sand
3855.6,2.34,1161,19,0.55,Sand
3856.8,2.28,1169.9,23,0.59,Sand
3964.9,2.36,1180.2,18,0.6,Sand
3953.35,2.32,1176.4,20,0.62,Sand
3870.19,2.34,1137.8,19,0.63,Sand
3891.5,2.41,2474.5,15,0.47,Sand
3810.51,2.36,2240.9,18,0.45,Sand
3640.81,2.34,3306.6,19,0.45,Sand
3702.12,2.34,3395.4,19,0.47,Sand
3777.71,2.42,3438,14,0.47,Sand
3811.07,2.42,3472.7,14,0.44,Sand
3670.07,2.37,3474.9,17,0.41,Sand
3549.34,2.36,3354.9,18,0.41,Sand
3574.14,2.35,2363.8,19,0.41,Sand
3719.26,2.42,2752.7,14,0.46,Sand
3864.98,2.4,2657.7,16,0.47,Sand
3659.07,2.29,2670.1,22,0.45,Sand
3559.43,2.33,2724.1,20,0.41,Sand
3799.29,2.42,2670.6,14,0.41,Sand
3471.22,2.37,3015.9,17,0.47,Sand
3668.56,2.42,3260.1,14,0.47,Sand
3687.25,2.32,2299,20,0.49,Sand
3784.63,2.47,2128.6,11,0.51,Sand
3676.74,2.39,2009.3,16,0.52,Sand
3786.39,2.41,1886.1,15,0.53,Sand
3924.57,2.44,1814.6,13,0.54,Sand
4098.48,2.5,1789.5,9,0.54,Sand
3702.45,2.33,1018.3,20,0.5,Sand
3670.33,2.31,1036.3,21,0.51,Sand
3825.2,2.48,1089.8,11,0.52,Sand
3907.64,2.47,1234.2,11,0.5,Sand
3628.36,2.39,2082.4,16,0.27,Sand
3330.88,2.36,1218.3,18,0.4,Sand
3585.08,2.43,1126.5,14,0.4,Sand
3319.75,2.23,1053.4,26,0.42,Sand
3276.95,2.26,1020.9,24,0.43,Sand
3235.23,2.33,976.6,19,0.43,Sand
3510.78,2.33,939.1,20,0.45,Sand
3544.44,2.33,921.1,20,0.46,Sand
3388.44,2.38,831.5,17,0.44,Sand
3415.32,2.29,823.5,22,0.42,Sand
3590.14,2.42,1052.2,14,0.46,Sand
3662.23,2.36,1005.8,18,0.43,Sand
3462.55,2.33,914.6,20,0.42,Sand
3641.75,2.41,749.2,15,0.44,Sand
3673.43,2.36,724,18,0.43,Sand
3859.06,2.47,955.8,11,0.45,Sand
3835.66,2.46,1031.4,12,0.42,Sand
3722.78,2.33,1012.5,20,0.45,Sand
3491.99,2.4,1029.5,15,0.47,Sand
3883.36,2.5,718.6,9,0.57,Sand
4019.06,2.43,685.7,13,0.51,Sand
4084.57,2.37,630.1,17,0.48,Sand
4138.65,2.45,603.9,12,0.47,Sand
4124.51,2.54,638.5,7,0.51,Sand
4109.81,2.58,699.7,4,0.55,Sand
4123.21,2.48,761,10,0.58,Sand
3918.84,2.43,786.9,13,0.59,Sand
3859.06,2.48,812.8,10,0.58,Sand
4057.09,2.51,846.5,8,0.56,Sand
4095.21,2.5,866.9,9,0.54,Sand
4120.6,2.57,869,5,0.53,Sand
4105.91,2.54,848,7,0.54,Sand
4001.27,2.37,799.9,17,0.56,Sand
4184.89,2.48,727.8,10,0.55,Sand
4103.31,2.5,698.9,9,0.52,Sand
3912.64,2.44,668.7,13,0.52,Sand
3864.14,2.46,654.2,11,0.54,Sand
3887.93,2.39,670.4,16,0.56,Sand
3589.54,2.35,711.9,19,0.56,Sand
3651.82,2.37,743.6,17,0.54,Sand
3760.57,2.47,743.6,11,0.49,Sand
3716.3,2.4,734.5,15,0.47,Sand
3630.82,2.43,726,13,0.48,Sand
3771.8,2.4,716.2,16,0.55,Sand
3559.19,2.36,713.3,18,0.59,Sand
3662.41,2.41,739.4,15,0.57,Sand
3749.41,2.44,790.1,13,0.49,Sand
3828.99,2.44,837.3,13,0.46,Sand
3852.35,2.42,865.4,14,0.46,Sand
3805.91,2.4,859.1,16,0.47,Sand
3805.91,2.34,771.1,19,0.49,Sand
3887.93,2.44,731.6,13,0.47,Sand
4050.03,2.51,716.9,8,0.43,Sand
4011.44,2.43,717.6,14,0.41,Sand
3771.8,2.46,866.9,11,0.45,Sand
3783.1,2.42,909.1,14,0.46,Sand
3760.57,2.45,937.3,12,0.49,Sand
3817.41,2.44,954.2,13,0.52,Sand
3876,2.48,976.7,10,0.53,Sand
4050.03,2.51,988.7,9,0.53,Sand
4184.23,2.54,971.1,7,0.52,Sand
4298.16,2.6,918.3,3,0.52,Sand
4076.18,2.45,873.2,12,0.52,Sand
3727.27,2.32,899.2,20,0.47,Sand
3630.82,2.36,826,18,0.44,Sand
3716.3,2.43,732.4,14,0.46,Sand
3641.29,2.41,790.1,15,0.47,Sand
3539.24,2.43,814.7,14,0.5,Sand
3509.73,2.38,834.5,17,0.48,Sand
3471.14,2.35,851.4,19,0.43,Sand
3378.28,2.3,858.4,21,0.39,Sand
3273.2,2.24,845.7,25,0.4,Sand
3333.69,2.27,810.5,24,0.45,Sand
3539.24,2.32,759.8,20,0.53,Sand
4121.76,2.53,1415,7,0.47,Sand
4317.5,2.55,1377.8,6,0.46,Sand
4274.01,2.55,1359.2,6,0.45,Sand
1575.45,1.74,14436.6,56,0.23,Silt
1563.86,1.76,14438.7,55,0.23,Silt
1597.15,1.78,14041.3,54,0.24,Silt
1595.4,1.82,14030.2,51,0.24,Silt
1596.9,1.79,13961.3,53,0.25,Silt
1603.42,1.8,13783.4,52,0.25,Silt
1605.18,1.81,13641.2,52,0.25,Silt
1605.44,1.79,13544.8,53,0.25,Silt
1615.35,1.84,13468.8,50,0.25,Silt
1605.44,1.8,13378.7,52,0.25,Silt
1609.49,1.8,13274.1,52,0.24,Silt
1664.58,1.81,13285.5,52,0.24,Silt
1603.42,1.78,13739,53,0.24,Silt
1592.42,1.8,14220.3,52,0.24,Silt
1582.55,1.76,14739.6,55,0.23,Silt
1576.44,1.75,15220.7,55,0.23,Silt
1572.56,1.75,15586.6,55,0.23,Silt
1568.69,1.77,15833.1,54,0.23,Silt
1572.8,1.77,15942.1,54,0.22,Silt
1568.94,1.76,15943.5,55,0.22,Silt
1570.62,1.76,15866.6,55,0.22,Silt
1564.84,1.77,15735.5,54,0.22,Silt
1562.93,1.75,15575,55,0.22,Silt
1568.94,1.73,15395.5,57,0.22,Silt
1568.94,1.74,15195.5,56,0.22,Silt
1576.44,1.76,15333.3,55,0.22,Silt
1576.69,1.79,15519,53,0.23,Silt
1596.65,1.81,15701,52,0.23,Silt
1588.95,1.8,15811.3,52,0.23,Silt
1593.17,1.78,15814.5,54,0.23,Silt
1601.91,1.8,15719.9,52,0.23,Silt
1626.88,1.81,15569.3,52,0.23,Silt
1600.65,1.81,15388.4,52,0.24,Silt
1597.4,1.82,15138.4,51,0.24,Silt
1592.93,1.84,14781.4,50,0.25,Silt
1614.76,1.81,12844.5,51,0.25,Silt
1618.34,1.82,14199.5,51,0.25,Silt
1620.13,1.81,14840.3,52,0.24,Silt
1599.4,1.82,15427.8,51,0.24,Silt
1591.2,1.81,15980.7,52,0.24,Silt
1598.65,1.84,16416.2,50,0.23,Silt
1608.44,1.82,16630.8,51,0.23,Silt
1590.46,1.83,16643,50,0.23,Silt
1584.3,1.8,16562.3,52,0.23,Silt
1594.17,1.77,16363.6,54,0.23,Silt
1598.4,1.78,15983,54,0.23,Silt
1597.65,1.78,15500.2,54,0.24,Silt
1593.67,1.78,15449.3,54,0.24,Silt
1595.41,1.79,15197.5,53,0.24,Silt
1610.99,1.86,14759.9,48,0.24,Silt
1582.82,1.77,14698.4,54,0.24,Silt
1578.66,1.79,15134.1,53,0.25,Silt
1582.57,1.79,15365.3,53,0.25,Silt
1584.04,1.79,15204.7,53,0.25,Silt
1578.17,1.73,14607.8,57,0.25,Silt
1602.16,1.83,13748.2,51,0.24,Silt
1591.93,1.78,12937.5,53,0.24,Silt
1591.43,1.86,12989.9,49,0.24,Silt
1587.72,1.79,13081.5,53,0.24,Silt
1579.87,1.76,13300.1,55,0.24,Silt
1570.17,1.75,13518.6,55,0.24,Silt
1552.75,1.73,13614.6,57,0.24,Silt
1562.24,1.77,13654.1,54,0.23,Silt
1570.17,1.78,13893.8,54,0.24,Silt
1560.82,1.73,14086.4,57,0.24,Silt
1564.64,1.74,14140.2,56,0.24,Silt
1570.17,1.77,14066.8,54,0.24,Silt
1564.15,1.74,13981.8,56,0.23,Silt
1554.64,1.71,13921.8,58,0.24,Silt
1556.77,1.68,13870.7,60,0.24,Silt
1573.79,1.73,13842.8,57,0.24,Silt
1569.67,1.77,14978.3,54,0.23,Silt
1569.67,1.75,15200.5,56,0.23,Silt
1577.67,1.76,15426.7,55,0.23,Silt
1573.79,1.79,15714.8,53,0.23,Silt
1567.75,1.78,15976.7,54,0.23,Silt
1567.75,1.77,16104.9,54,0.23,Silt
1564.15,1.77,16114.7,54,0.23,Silt
1564.15,1.77,15963.5,54,0.23,Silt
1572.1,1.79,15662.9,53,0.24,Silt
1589.45,1.79,13960,53,0.24,Silt
1755.7,1.87,13334.1,48,0.24,Silt
1736.07,1.82,13535.4,51,0.25,Silt
1579.38,1.8,13833.3,53,0.25,Silt
1597.4,1.75,13543.1,56,0.25,Silt
1593.17,1.77,13278.5,54,0.25,Silt
1577.43,1.75,13048.8,56,0.26,Silt
1591.43,1.77,12838,54,0.26,Silt
1585.75,1.78,12619.1,54,0.28,Silt
1574.6,1.75,11568.9,55,0.3,Silt
1562.09,1.64,10769.5,62,0.31,Silt
1556.18,1.74,12822.9,56,0.28,Silt
1553.06,1.74,13064.1,56,0.26,Silt
1555.15,1.73,13134.7,57,0.26,Silt
1560.58,1.77,13277.1,54,0.25,Silt
1557.88,1.73,13427,57,0.25,Silt
1557.63,1.76,13516.6,55,0.25,Silt
1558.12,1.76,13629,55,0.25,Silt
1557.19,1.76,13760.9,55,0.25,Silt
1566.85,1.81,13834.3,52,0.25,Silt
1591.15,1.82,13771.9,51,0.26,Silt
1590.16,1.82,13578.2,51,0.26,Silt
1582.01,1.84,13152.9,50,0.27,Silt
1627.46,1.91,12520.9,46,0.27,Silt
1612.26,1.85,12023.5,49,0.27,Silt
1599.65,1.85,11669.2,49,0.27,Silt
1624.24,1.87,11337.6,48,0.27,Silt
1644.78,1.89,11274.9,47,0.28,Silt
1607.92,1.84,11599.2,50,0.28,Silt
1584.34,1.82,12024.2,51,0.29,Silt
1575.36,1.78,12218,54,0.3,Silt
1573.67,1.79,12105.7,53,0.3,Silt
1577.05,1.84,11782.9,50,0.32,Silt
1615.65,1.86,10521.2,49,0.37,Silt
1644.79,1.87,11472.9,48,0.3,Silt
1633.8,1.86,11415.5,49,0.29,Silt
1627.99,1.88,11296.5,47,0.29,Silt
1619.31,1.88,11151.3,48,0.28,Silt
1625.88,1.89,11044.4,47,0.28,Silt
1619.57,1.89,11006.9,47,0.28,Silt
1621.41,1.92,11076.2,45,0.29,Silt
1628.25,1.93,11211.9,44,0.29,Silt
1627.99,1.9,11292.9,46,0.3,Silt
1637.55,1.92,11136.1,45,0.31,Silt
1654.07,2,10842.3,40,0.32,Silt
1658.45,1.99,10376.6,41,0.33,Silt
1670.85,2.02,9694.7,39,0.35,Silt
1687.13,2.05,8633.7,37,0.34,Silt
1674.15,2.04,9241.3,38,0.33,Silt
1658.38,1.97,9836.8,42,0.31,Silt
1652.35,1.98,10233.9,41,0.31,Silt
1654.53,1.99,10254.8,41,0.3,Silt
1658.91,1.99,10275.6,41,0.31,Silt
1663.57,1.99,10149.6,40,0.32,Silt
1650.7,1.99,9989.1,41,0.34,Silt
1659.96,2.05,9742.6,37,0.36,Silt
1678.52,2.03,9363.3,38,0.38,Silt
1678.79,2.1,8864.2,34,0.39,Silt
1740.65,2.13,8383.3,32,0.4,Silt
1744.45,2.13,8057.1,32,0.41,Silt
1730.88,2.06,7821.9,36,0.45,Silt
1731.98,2.11,7623.7,33,0.47,Silt
1743.97,2.08,7510.8,35,0.48,Silt
1697.89,2.07,7424.5,36,0.48,Silt
1719.05,2.14,7325.8,31,0.51,Silt
1743.42,2.11,7194.7,34,0.62,Silt
1879.37,2.14,6966.5,32,0.68,Silt
1774.58,2.18,6806.3,29,0.74,Silt
1775.15,2.13,6830.7,32,0.76,Silt
1763.01,2.13,6890.6,32,0.75,Silt
1748.89,2.15,6957.3,31,0.75,Silt
1734.45,2.03,7070.5,38,0.81,Silt
1706.28,2.02,7217,39,0.86,Silt
1685.75,2.04,7403.8,37,0.91,Silt
1676.78,2.04,7479.5,37,0.93,Silt
1699.38,2.09,7309.7,34,0.77,Silt
1708.86,2.09,7366.5,35,0.75,Silt
1710.91,2.07,7442.7,36,0.73,Silt
1667.64,2.03,7416.4,38,0.7,Silt
1654.24,2.04,7343.9,38,0.69,Silt
1665.43,2.06,7276.2,36,0.66,Silt
1658.86,2.06,7184.9,36,0.67,Silt
1661.31,2.01,7042.2,40,0.7,Silt
1734.18,2.07,6881.1,36,0.7,Silt
1641.31,1.99,6577.5,40,0.7,Silt
1640.79,1.98,6216.2,41,0.68,Silt
1704.93,2.05,5882.8,37,0.65,Silt
1702.62,2.05,5650.9,37,0.63,Silt
1664.64,2,5464.7,40,0.62,Silt
1642.41,1.98,5304.3,41,0.63,Silt
1633.63,1.97,5193.8,42,0.66,Silt
1629.4,1.95,5139.9,43,0.66,Silt
1627.04,1.99,5004.4,41,0.62,Silt
1667.73,2.04,4696.2,38,0.61,Silt
1741.84,2.09,3921.3,35,0.66,Silt
1749.17,2.11,3599.1,34,0.75,Silt
1797.95,2.18,3361.6,29,0.79,Silt
1821.88,2.21,3166.8,27,0.81,Silt
1844.04,2.23,3006.9,26,0.84,Silt
1824.16,2.19,2885.8,28,0.91,Silt
1785.27,2.11,2843.7,33,0.94,Silt
1773.33,2.23,2867,26,1,Silt
1771.68,2.13,2950.5,32,1.09,Silt
1759.93,2.2,3044.1,27,1.16,Silt
1748.34,2.11,3073.5,33,0.95,Silt
1714.79,2.12,3018,33,0.64,Silt
1717.92,2.13,2955.6,32,0.56,Silt
3655.74,2.35,1432.9,18,0.56,Silt
3655.74,2.34,1537.5,19,0.58,Silt
3478.75,2.29,1647.4,22,0.56,Silt
3283.48,2.22,1046.3,26,0.55,Silt
3334.02,2.22,1237.1,27,0.57,Silt
